30,17
SPAWN_POINT,1696,416,0,1
9,1,-1
9,2,-1
9,3,35
9,4,56
9,5,38
9,6,55
9,7,14
9,8,-1
9,9,32
9,10,53
9,11,38
9,12,54
9,13,9
9,14,-1
9,15,-1
9,16,-1
10,0,-1
10,1,-1
10,2,-1
10,3,-1
10,4,34
10,5,38
10,6,38
10,7,18
10,8,-1
10,9,33
10,10,38
10,11,38
10,12,8
10,13,-1
10,14,-1
10,15,-1
10,16,-1
11,0,-1
11,1,-1
11,2,-1
11,3,-1
11,4,35
11,5,56
11,6,38
11,7,46
11,8,36
11,9,2
11,10,38
11,11,54
11,12,9
11,13,-1
11,14,-1
11,15,-1
11,16,-1
12,0,-1
12,1,-1
12,2,-1
12,3,-1
12,4,-1
12,5,34
12,6,38
12,7,38
12,8,38
12,9,38
12,10,38
12,11,8
12,12,-1
12,13,-1
12,14,-1
12,15,-1
12,16,-1
13,0,-1
13,1,-1
13,2,-1
13,3,-1
13,4,-1
13,5,35
13,6,56
13,7,38
13,8,38
13,9,38
13,10,54
13,11,9
13,12,-1
13,13,-1
13,14,-1
13,15,-1
13,16,-1
14,0,-1
14,1,-1
14,2,-1
14,3,-1
14,4,-1
14,5,-1
14,6,34
14,7,38
14,8,38
14,9,38
14,10,8
14,11,-1
14,12,-1
14,13,-1
14,14,-1
14,15,-1
14,16,-1
15,0,-1
15,1,-1
15,2,-1
15,3,-1
15,4,-1
15,5,-1
15,6,33
15,7,38
15,8,38
15,9,38
15,10,18
15,11,-1
15,12,-1
15,13,-1
15,14,-1
15,15,-1
15,16,-1
16,0,-1
16,1,-1
16,2,-1
16,3,-1
16,4,-1
16,5,32
16,6,53
16,7,38
16,8,38
16,9,38
16,10,55
16,11,14
16,12,-1
16,13,-1
16,14,-1
16,15,-1
16,16,-1
17,0,-1
17,1,-1
17,2,-1
17,3,-1
17,4,-1
17,5,33
17,6,38
17,7,38
17,8,38
17,9,38
17,10,38
17,11,18
17,12,-1
17,13,-1
17,14,-1
17,15,-1
17,16,-1
18,0,-1
18,1,-1
18,2,-1
18,3,-1
18,4,32
18,5,53
18,6,38
18,7,45
18,8,39
18,9,1
18,10,38
18,11,55
18,12,14
18,13,-1
18,14,-1
18,15,-1
18,16,-1
19,0,-1
19,1,-1
19,2,-1
19,3,-1
19,4,33
19,5,38
19,6,38
19,7,8
19,8,-1
19,9,34
19,10,38
19,11,38
19,12,18
19,13,-1
19,14,-1
19,15,-1
19,16,-1
20,0,-1
20,1,-1
20,2,-1
20,3,32
20,4,53
20,5,38
20,6,54
20,7,9
20,8,-1
20,9,35
20,10,56
20,11,38
20,12,55
20,13,14
20,14,-1
20,15,-1
20,16,-1
21,0,-1
21,1,-1
21,2,-1
21,3,33
21,4,38
21,5,38
21,6,8
21,7,-1
21,8,-1
21,9,-1
21,10,34
21,11,38
21,12,38
21,13,18
21,14,-1
21,15,-1
21,16,-1
22,0,-1
22,1,-1
22,2,32
22,3,53
22,4,38
22,5,54
22,6,9
22,7,-1
22,8,-1
22,9,-1
22,10,35
22,11,56
22,12,38
22,13,55
22,14,14
22,15,-1
22,16,-1
23,0,-1
23,1,-1
23,2,33
23,3,38
23,4,38
23,5,8
23,6,-1
23,7,-1
23,8,-1
23,9,-1
23,10,-1
23,11,34
23,12,38
23,13,38
23,14,18
23,15,-1
23,16,-1
24,0,-1
24,1,-1
24,2,19
24,3,38
24,4,54
24,5,9
24,6,27
24,7,49
24,8,36
24,9,5
24,10,11
24,11,35
24,12,56
24,13,38
24,14,58
24,15,-1
24,16,-1
25,0,-1
25,1,-1
25,2,19
25,3,38
25,4,46
25,5,36
25,6,29
25,7,15
25,8,38
25,9,15
25,10,12
25,11,36
25,12,2
25,13,38
25,14,58
25,15,-1
25,16,-1
26,0,-1
26,1,-1
26,2,19
26,3,38
26,4,38
26,5,38
26,6,15
26,7,38
26,8,15
26,9,38
26,10,15
26,11,38
26,12,38
26,13,38
26,14,58
26,15,-1
26,16,-1
27,0,-1
27,1,-1
27,2,21
27,3,39
27,4,39
27,5,39
27,6,6
27,7,38
27,8,38
27,9,38
27,10,50
27,11,39
27,12,39
27,13,39
27,14,42
27,15,-1
27,16,-1
28,0,-1
28,1,-1
28,2,-1
28,3,-1
28,4,-1
28,5,-1
28,6,7
28,7,13
28,8,39
28,9,30
28,10,51
28,11,-1
28,12,-1
28,13,-1
28,14,-1
28,15,-1
28,16,-1
29,0,-1
29,1,-1
29,2,-1
29,3,-1
29,4,-1
29,5,-1
29,6,-1
29,7,-1
29,8,-1
29,9,-1
29,10,-1
29,11,-1
29,12,-1
29,13,-1
29,14,-1
29,15,-1
29,16,-1
