30,17
SPAWN_POINT,608,544,-1,0
9,0,19
9,1,58
9,2,-1
9,3,-1
9,4,-1
9,5,-1
9,6,-1
9,7,19
9,8,26
9,9,58
9,10,-1
9,11,-1
9,12,20
9,13,36
9,14,36
9,15,2
9,16,58
10,0,19
10,1,58
10,2,-1
10,3,-1
10,4,-1
10,5,-1
10,6,-1
10,7,21
10,8,39
10,9,42
10,10,-1
10,11,-1
10,12,19
10,13,45
10,14,39
10,15,39
10,16,42
11,0,19
11,1,58
11,2,-1
11,3,-1
11,4,-1
11,5,-1
11,6,-1
11,7,-1
11,8,-1
11,9,-1
11,10,-1
11,11,-1
11,12,19
11,13,58
11,14,-1
11,15,-1
11,16,-1
12,0,19
12,1,58
12,2,-1
12,3,20
12,4,36
12,5,36
12,6,36
12,7,36
12,8,36
12,9,36
12,10,41
12,11,-1
12,12,19
12,13,58
12,14,-1
12,15,-1
12,16,-1
13,0,19
13,1,58
13,2,-1
13,3,19
13,4,45
13,5,39
13,6,39
13,7,39
13,8,39
13,9,1
13,10,58
13,11,-1
13,12,19
13,13,58
13,14,-1
13,15,-1
13,16,-1
14,0,19
14,1,58
14,2,-1
14,3,19
14,4,58
14,5,-1
14,6,-1
14,7,-1
14,8,-1
14,9,19
14,10,58
14,11,-1
14,12,19
14,13,58
14,14,-1
14,15,-1
14,16,-1
15,0,19
15,1,58
15,2,-1
15,3,19
15,4,58
15,5,-1
15,6,-1
15,7,-1
15,8,-1
15,9,19
15,10,58
15,11,-1
15,12,19
15,13,58
15,14,-1
15,15,-1
15,16,-1
16,0,19
16,1,58
16,2,-1
16,3,19
16,4,58
16,5,-1
16,6,-1
16,7,-1
16,8,-1
16,9,19
16,10,58
16,11,-1
16,12,19
16,13,58
16,14,-1
16,15,-1
16,16,-1
17,0,19
17,1,58
17,2,-1
17,3,19
17,4,58
17,5,-1
17,6,20
17,7,36
17,8,36
17,9,2
17,10,58
17,11,-1
17,12,19
17,13,58
17,14,-1
17,15,-1
17,16,-1
18,0,19
18,1,58
18,2,-1
18,3,19
18,4,58
18,5,-1
18,6,19
18,7,45
18,8,39
18,9,39
18,10,42
18,11,-1
18,12,19
18,13,58
18,14,-1
18,15,-1
18,16,-1
19,0,19
19,1,58
19,2,-1
19,3,19
19,4,58
19,5,-1
19,6,19
19,7,58
19,8,-1
19,9,-1
19,10,-1
19,11,-1
19,12,19
19,13,58
19,14,-1
19,15,-1
19,16,-1
20,0,19
20,1,58
20,2,-1
20,3,19
20,4,58
20,5,-1
20,6,19
20,7,58
20,8,-1
20,9,-1
20,10,-1
20,11,-1
20,12,19
20,13,46
20,14,36
20,15,36
20,16,41
21,0,19
21,1,58
21,2,-1
21,3,19
21,4,58
21,5,-1
21,6,19
21,7,58
21,8,-1
21,9,-1
21,10,-1
21,11,-1
21,12,21
21,13,39
21,14,39
21,15,1
21,16,58
22,0,19
22,1,58
22,2,-1
22,3,19
22,4,58
22,5,-1
22,6,19
22,7,58
22,8,-1
22,9,-1
22,10,-1
22,11,-1
22,12,-1
22,13,-1
22,14,-1
22,15,19
22,16,58
23,0,19
23,1,58
23,2,-1
23,3,19
23,4,58
23,5,-1
23,6,19
23,7,58
23,8,-1
23,9,-1
23,10,-1
23,11,-1
23,12,-1
23,13,-1
23,14,-1
23,15,19
23,16,58
24,0,19
24,1,58
24,2,-1
24,3,19
24,4,58
24,5,-1
24,6,19
24,7,58
24,8,-1
24,9,-1
24,10,-1
24,11,-1
24,12,-1
24,13,-1
24,14,-1
24,15,19
24,16,58
25,0,19
25,1,58
25,2,-1
25,3,19
25,4,58
25,5,-1
25,6,19
25,7,58
25,8,-1
25,9,-1
25,10,-1
25,11,-1
25,12,-1
25,13,-1
25,14,-1
25,15,19
25,16,58
26,0,19
26,1,58
26,2,-1
26,3,19
26,4,58
26,5,-1
26,6,19
26,7,58
26,8,-1
26,9,-1
26,10,-1
26,11,-1
26,12,-1
26,13,-1
26,14,-1
26,15,19
26,16,58
27,0,19
27,1,46
27,2,36
27,3,2
27,4,58
27,5,-1
27,6,19
27,7,46
27,8,36
27,9,36
27,10,36
27,11,36
27,12,36
27,13,36
27,14,36
27,15,2
27,16,58
28,0,21
28,1,39
28,2,39
28,3,39
28,4,42
28,5,-1
28,6,21
28,7,39
28,8,39
28,9,39
28,10,39
28,11,39
28,12,39
28,13,39
28,14,39
28,15,39
28,16,42
29,0,-1
29,1,-1
29,2,-1
29,3,-1
29,4,-1
29,5,-1
29,6,-1
29,7,-1
29,8,-1
29,9,-1
29,10,-1
29,11,-1
29,12,-1
29,13,-1
29,14,-1
29,15,-1
29,16,-1
